10,"[['단짠단짠의 대패덮밥', '2인분 30분 이내 초급 '], '[재료]맛간장(OR진간장) 4스푼', ['궁중팬에 대패삼겹살을 넣어줍니다.대패삼겹살 400g|대파는 큼직하게 썰어서 준비합니다.대파 2뿌리|대패삼겹살이 골고루 익도록 볶아줍니다.강불|고기가 적당히 익으면 준비한 대파를 넣고 좀더 볶아줍니다.강불|대패삼겹살이 노릇해질 정도로 충분히 익혀준 뒤중불|설탕 2스푼을 넣고 한번 더 볶아줍니다.설탕 2스푼중불|설탕을 넣고 볶아주면 고기에 윤기가 돌아요.중불설탕을 넣을 때는 불을 중불로 줄여야 타지않게 볶을 수 있어요.|맛간장 또는 진간장을 4큰술 넣고 한번 더 볶아줍니다.중불입맛에 따라 간장의 양은 조절해야 해요!|삼겹살에 간장 양념이 골고루 베이도록 볶아주면 완성이에요^^|오목한 그릇에 따뜻한밥을 담고, 그 위에 볶은 고기를 올려주면 대패덥밥 완성!'], []]"
11,"[['우리 집 최애 반찬 달콤 짭조름한 닭안심감자조림', '2인분 60분 이내 초급 '], '[조림 간장 재료]통깨 적당량', ['닭고기는 해동 후 우유에 30분 동안 재운다.냉장 닭고기를 사용한다면 해동 과정 없이 바로 우유에 재워 주세요.|감자는 적당한 크기로 깍둑 썰고, 대파는 쫑쫑 썰어 준비한다.|당면은 찬물에 불려 둔다.|우유에 재운 닭안심을 깨끗이 씻은 뒤 끓는 물에 10분간 데쳐 불순물을 제거한다.|간장 소주잔 1컵, 설탕 소주잔 1/2컵, 생수 소주잔 1컵, 맛술 소주잔 1/2컵, 다진 마늘 1큰술, 참기름 1/2큰술, 통깨 적당량을 넣어 조림 간장을 만든다.|냄비에 초벌한 닭안심과 감자 그리고 조림 간장을 넣은 뒤 센불에 끓인다.|어느 정도 국물의 양이 줄면 중약불로 바꾼 뒤 계속 졸인다.|국물이 적당히 자박하게 남으면 불려둔 당면과 대파를 넣고 한소끔 더 끓여 준다.당면은 물을 쫙 흡수하므로 국물이 적당히 남았을 때 넣어야 더 맛있게 먹을 수 있어요!'], []]"
12,"[['담백한 새우연두부달걀탕', '2인분 15분 이내 아무나 '], '[재료]간장 1-1.5T', ['우선 다시마물을 만들어요. 냄비에 물 붓고 다시마를 넣어 센 불에서 끓이다 끓어오르면 약불로 줄여 약 15분간 더 끓여주세요.|15분 후, 다시마는 건져 내고|수저로 듬성듬성 연두부를 퍼서 냄비에 넣어주세요.|그리고 새우 넣고 간장 1-1.5T 넣어주세요.|센 불에서 약 5분간 팔팔 끓여주세요. 떠오르는 거품은 걷어주세요~|불을 약불로 줄이고 달걀물을 원을 그려가며 쪼로록 부어주세요. 달걀물이 바닥에 붙지 않도록 한번만 휘이 저어주세요.|쪽파 올리고, 후추 톡톡하면 완성입니다. 간 보고 싱거우면 소금으로 간해주세요~'], []]"
13,"[['치킨너겟으로 간편하게 간장치킨 만들기', '2인분 15분 이내 아무나 '], '[양념]물 3스푼(밥수저)', ['[치킨너겟 노릇하게 튀기기] 프라이팬에 치킨너겟이 절반 정도 잠길정도의 식용유를 두르고 로 한 면씩 뒤집어 가며 튀겨주세요. 제 기준으로 5분씩 총 10분 튀겨주었어요.치킨너겟 20개, 식용유약불냉동상태의 너겟을 바로 튀기면 기름이 튀어요.미리 자연해동시켜주시거나 프라이팬 뚜껑을 살짝 닫아서 기름 튐을 방지해주세요!|[기름기 제거] 튀겨진 너겟은 키친타월에 올려서 표면 기름을 제거해주세요.키친타월기름기를 제거해야 느끼함이 덜하겠지요.|[간장치킨 소스 만들기] 작은 볼에 진간장 3 스푼, 설탕 2스푼, 올리고당 3 스푼, 다진 마늘 1 스푼, 매실액 1 스푼, 맛술 2 스푼, 물 3스푼을 넣고 섞어주세요.진간장 3 스푼, 설탕 2스푼, 올리고당 3 스푼, 다진 마늘 1 스푼, 매실액 1 스푼, 맛술 2 스푼, 물 3스푼작은 볼 혹은 너겟 튀겼던 프라이팬설거지 거리 줄이시려면 조금 전 너겟 튀겼던 프라이팬의 식용유를 버리고 소스 만들어주세요.|[간장소스에 버무리기] 움푹 팬 프라이팬에 소스를 넣고 로 가열해 주세요. 몇 초 후 끓기 시작하면 로 내린 후, 치킨너겟을 모두 넣고, 주걱으로 버무려 주세요.강불로 시작해서 소스가 끓으면 중불너겟은 소스를 순식간에 흡수시키니 빠르게 버무려 주세요.|[취향에 따라 견과류 추가] 소스가 거의 없어졌을 때 먹기 좋게 부셔놓은 견과류를 넣어주시고 에서 30초 정도만 버무려 주세요.견과류 한 줌중불견과류를 넣으시면 고소하고 오독한 식감이 추가되니 추천 드려요.'], []]"
14,
15,"[['밥도둑 반찬 고추장 달걀조림 만들기!TV 알토란 레시피', '3인분 20분 이내 아무나 '], '[양념]후추 1ts', ['먼저 물에 소금1T,식초1T를 섞어 달걀을 7-8분 반숙으로 삶아 줍니다.|달걀이 삶아지는 동안 양파는 굵게 채 썰고 청양고추도 큼직큼직 썰어주셔요|달걀이 삶아지면 얼음물에 바로 행궈 껍질을 깔끔히 잘 벗겨 줍니다.|참기름과 깨를 제외한 모든 양념을 한곳에 미리 섞어주셔요.평소 단 것 싫으시면 설탕, 물엿은 조금 줄이셔도 됩니다|냄비에 멸치육수를 넣고 양념을 잘 풀어 주신뒤 끓여줍니다.|양념이 끓기 시작하면 양파와 청양고추를 넣고 끓여줍니다.|양념이 반정도 졸아들었다 싶을때 반숙달걀을 투하 해줍니다.이대로 약 2분정도 더 끓여주시면서 달걀에 색이 입혀지게 국물을 끼얹어 주세요|마지막으로 참기름 2T와 깨1T를 넣고 잘섞어주시고 쪽파를 고명으로 올려주시면 끝!|밥도둑 반찬 알토란 임성근님의 고추장 달걀조림 완성입니다^^|한번 먹어보니 촉촉한 반숙달걀에 매콤달콤 양념이 어우려져 넘 맛있네요.꼭 떡볶이 양념같은게 은근 중독성 있고 정말 짱짱짱!뜨끈한 밥에 비벼 먹으면 밥 한공기 뚝딱 하게 됩니다^^'], []]"
16,"[[""서가앤쿡에서 먹던 그 요리, '새우 필라프' 만들기 [NO 치킨스톡]"", '2인분 30분 이내 초급 '], '[부가 재료]마요네즈 ', ['제일 먼저 재료들을 손질해줍니다. 대파를 송송송 썰어주세요.대파 1/2단|양파는 네모낳게 깍둑썰기 해줍니다.양파 1/2개|애호박은 십자썰기 해주세요.애호박 1/2개|풋고추는 미리 물에 깨끗이 씻어주시고 속을 정리해주세요. 그리고 양파와 비슷한 크기로 네모낳게 썰어줍니다.풋고추 3개풋고추 대신 파프리카나 피망도 괜찮습니다~|통마늘은 한 움큼정도 준비해주시고 얇게 편썰기 해주세요.편마늘계량을 하자면, 계량숟가락 기준으로 1큰술 정도라고 보시면 됩니다. 마늘을 좋아하시는 분이라면 더 많이 넣어주셔도 괜찮습니다!|표고버섯은 채썰기 해주세요.표고버섯 3개버섯 종류는 상관없습니다!|팬을 약불에 올려주신 뒤 버터 1조각을 넣어줍니다.버터 한조각팬약불|버터가 녹으면 대파와 마늘을 넣고대파 1/2단, 편마늘팬약불|버터에 볶아주세요.대파 1/2단, 편마늘팬약불|중간에 기름 1큰술 정도 넣어주세요.대파 1/2단, 편마늘, 기름 한 큰술팬약불|다시 잘 볶아줍니다대파 1/2단, 편마늘팬약불|마늘과 파의 향이 올라오고 색이 변하기 시작하면대파 1/2단, 편마늘팬약불|양파를 넣고 같이 볶아줍니다.양파 1/2개팬약불|양파의 색이 투명해질 때쯤,양파 1/2개팬약불|호박과 고추를 넣고 같이 볶아주세요.애호박 1/2개, 풋고추 3개팬약불|호박과 고추가 익어갈 때쯤,애호박 1/2개, 풋고추 3개팬약불|버섯과 새우를 넣고 볶아줍니다.표고버섯 3개, 새우팬약불|새우의 색이 붉어지면표고버섯 3개, 새우팬약불|밥을 넣고 볶아주세요.밥팬약불|뭉쳐있는 밥은 주걱을 이용해서 잘 펴주시면서 볶아주세요.밥팬약불|밥을 한 쪽면으로 밀어주신 뒤밥팬약불|팬의 바닥 면에 간장 1큰술을 넣고간장 1큰술팬약불|간장을 살짝 태워주세요.간장 1큰술팬약불|밥을 다시 잘 볶아줍니다.팬약불|굴소스 1큰술과굴소스 1큰술팬약불|올리고당 1큰술을 넣고 볶아주시면 완성입니다.올리고당 1큰술팬약불|마지막으로 계란 후라이와 마요네즈를 뿌려주시면 정말 완성이에요.'], []]"
17,"[['[원볼,원팬]건강한데 맛있기까지?! 노버터 통밀 오트밀 쿠키', '4인분 30분 이내 아무나 '], '[재료]카놀라유 45g', ['카놀라유와 설탕을 넣고 섞어 줍니다.|계란, 바닐라 엑스트렉을 넣고 설탕의 서걱거림이 잦아들도록 섞어주세요|통밀 + 베이킹파우더를 체 쳐 넣어 섞어주세요.|볶은 오트밀과 견과류, 초코칩을 넣고 섞어 뭉쳐주세요. [주걱을 세워 가르듯이 섞어주세요]|적당한 크기로 분할한 뒤, 반죽을 눌러 팬닝합니다. 취향에 따라 추가로 초코칩을 더 올려주어도 좋아요|180도 예열된 오븐에서 15분간 구워 완성합니다. [오븐 사양에 따라 다르니 구움색을 잘 체크 해 주세요.]'], []]"
18,"[['매운 팽이버섯 조림 간단 반찬/술안주/맥주안주/소주안주 굿굿!!', '1인분 5분 이내 아무나 '], '[소스]물 2스푼', ['팽이버섯 밑둥을 자르고 한입 크기 덩어리로 분리해줍니다|팬에 기름을 두르고 팽이버섯을 앞뒤로 30초씩 구워 줍니다강불|분량의 소스를 팽이버섯 위에 부어 줍니다|앞뒤로 30초씩 조려 주면 완성!'], []]"
19,"[['칠리새우ㅣ쉬림프 박스 만들기', '2인분 30분 이내 아무나 '], '[칠리소스]물 약간', ['냉동새우는 물에 넣고 해동시켜주세요새우꼬리부분은 취향에 따라 제거해주세요 !|칠리 소스 재료들을 모두 넣고 섞어주세요|팬에 식용유를 두르고 다진 마늘을 낮은 불에서 살짝 볶아주세요|마늘이 살짝 익을 때쯤 해동된 새우를 넣고 후추로 살짝 뿌려주세요|새우가 익어가면 소스를 넣고 소스와 새우가 함께 잘 버무려지게끔 물을 살짝 넣고 섞어주세요|마무리로 버터를 한조각 넣고 섞어주세요|밥을 준비해주세요|밥 위에 칠리새우를 올려주시면 완성입니다 !'], []]"
20,"[['부타동 : 일본식 돼지고기 덮밥 간단한 점심 메뉴로 굿! ', '1인분 30분 이내 초급 '], '[양념장]다진마늘 1작은술', ['먼저 양파는 1/2개만 썰어주세요. 부타동은 별다른 야채들이 필요없어요. 간단하게 양파만 가지고 만들 수 있어서  자취생들도간단하게 만들수 있습니다.|그 다음 양념장을 만들어줍니다.  간장 1.5큰술, 맛술 1큰술, 설탕 1큰술,  다진마늘 1작은술을 넣고 잘 섞어주세요.  원래 다진마늘 대신 생강을 넣어주는데요.  생강이 없어서 저는 다진마늘로 대체 했습니다.|그 다음 후라이팬에 대패삼겹살 200g을 넣고,  설탕 1큰술 넣고 볶아줍니다. 고기를 볶을때 설탕을 넣으시면,  소스도 더 잘베이구요. 고기의 감칠맛을 살려줍니다.|설탕이 다 녹으면 양파를 넣어주시구요.  그리고 소스도 같이 넣어줍니다.|저는 소스가 있는거 보다는 바싹 굽는게 좋더라구요.  소스가 자작하게 남아있는게 좋으신 분들은 취향에 따라 맛있게 구워주시구요.|고기가 다 익으면 밥위에  먹음직 스럽게 고기를 올려주세요.|그리고 마지막으로  가운데에 달걀 노른자 1개를 올려줍니다. 달걀의 비린맛 때문에  날달걀을 못드시는 분이라면후라이 1개 해서 올려주시구요.|마지막으로 파슬리 가루 뿌려주시면 맛있는 부타동 완성입니다.  생각보다 만들기 너무 간단하구요.  확실히 일본식이라 그런지  많이 자극적이지 않구요.  고기의 달콤 짭짤함과 노른자의 담백함이  어울려져서 맛있는 한끼로 손색없었습니다.'], []]"
21,"[['일본풍 가지덮밥', '1인분 15분 이내 초급 '], '[양념]물 1T', ['가지는 껍질을 벗기고 반으로 자른다. 오목한 그릇에 담아 랩을 씌운 뒤 전자렌지에 1분 30초 정도 돌려주세요.|가지를 살짝 식힌뒤 칼집을 내서 펼쳐줍니다.|간장, 설탕, 청주, 미림, 물을 모두 1:1:1:1:1 비율로 섞어 소스를 만들어주세요. 가지 크기에 따라 1T~1.5T가 적당하고 설탕양은 기호에 따라 조절하세요.|팬에 오일을 두르고 가지를 앞뒤로 노릇노릇하게 구워냅니다.|만들어둔 소스를 붓고, 살짝 졸이면 완성입니다.|밥위에 남은 소스를 뿌리고 가지조림을 얹으면 완성입니다.'], []]"
22,"[['고소하고 향긋한 깻잎들깨볶음', '2인분 15분 이내 초급 '], '[재료]깨 ', ['깻잎 을 씻어줍니다. 저는 자잘한 깻잎순으로 했지만. 그냥 큰 잎을 잘라서 해도 무방합니다.|끓는물에 #깻잎 을 넣고 숨이 죽으면 바로 건져 찬물에 헹궈주세요.|물기를 꼭 짜줍니다. 그 많던 #깻잎 이 한주먹밖에안되네요..^^|#깻잎 이 뭉쳐지지 않게 잘 풀어주고 양념을 넣어 줍니다. 다진마늘 1T, 국간장 1T, 참기름 1T를 넣고 조물조물 무쳐 주세요. 이렇게 무쳐서 먹어도 맛있습니다...                       |파를 흰색 대부분을 썰어주고, 식용유를 1T정도 넣고 살짝만 먼저 볶아줍니다.|양념해 두었던 #깻잎 을 넣고 참기름 1T를 넣어주고 볶아줍니다.  너무 세지 않은 불에서 볶아주세요.|어느정도 볶아지면 참깨를 뿌려주고, 들깨까루를 2T정도 골고루 뿌려 한번 더 볶아줍니다.                   |그럼 고소하면서 향긋한 #깻잎볶음 이 완성되요..'], []]"
23,"[['비엔나 만두 강정', '2인분 15분 이내 아무나 '], '[양념]깨 약간', ['만두는 기름을 두룬 팬에 노릇하게 구워줍니다.|비엔나 소세지에 원하는 모양대로 칼집을 내고 팬에 볶아줍니다. 양파가 있다면 같이 볶아줘도 좋아요:)|비엔나가 어느정도 구워지면 만두를 같이 넣어줍니다.|양념장을 넣고 양념이 고루 베이도록 잘 섞어줍니다.|양념이 어느정도 베이면 위에 통깨를 뿌려 마무리합니다.|간식이나 술안주, 밑반찬으로 먹기 좋은 비엔나만두강정 완성!'], []]"
24,"[['애호박 덮밥 혼밥으로 딱 좋아~', '2인분 15분 이내 아무나 '], '[재료]달걀 ', ['덮밥으로 애호박을 볶을 때는 조금 큼직하게 채를 썰어 준다 식감도 더 좋고 흐물거리지 않아 좋다|큼직하게 채 썰은 호박과 양파를 준비|팬에 참기름 1 큰 술과 식용유를 살짝 넣어 야채 볶기|애호박과 양파를 볶아 준다|애호박이 반쯤 익었을 때쯤에 준비한 양념을 넣어 야채와 골고루 섞어 준다|굴소스,고춧가루, 다진마늘을  섞어 양념을 만든 뒤 넣어 준다|애호박에 간이 잘 베이고 익히려고 뚜껑을 닫고 약한 불에 조리했다 뚜껑을 닫지 않아도 되지만 그럼 수분이 빠져나가서  자꾸 뒤적거리게 되고 그럼  호박이 으깨지기도 하니까~|마지막에 대파를 넣고 참기름도 넣어 한 번 더 휘리릭 볶아서 수분을 날리면 끝 사실 너무 간단한 음식이라는 거^^|달걀 프라이와 같이 올려내니 먹음직스럽다 애호박 한 개와 양파만 있으면 10분 안에 만들어지는 간단 메뉴 달걀 프라이까지 올려내니 정말 성의 있어 보이는 한 끼가 되었다'], []]"
25,"[['초간단 럭셔리요리@ 매콤참치퀘사디아', '2인분 5분 이내 아무나 '], '[양념]토마토소스 4T', ['참치캔, 햄, 양파, 치즈(취향대로), 토마토소스, 또띠아를 준비하고, 추가로 느끼함을 잡아주고 매콤함을 더해주기위해 청양고추도 준비합니다.|또띠아 한쪽면에 토마토소스를 2T덜어 바르고 캔참치의 기름기를 최소화하여 올려줍니다|그 위로 양파올리고|햄올리고|청양고추는 잘게썰어 고루 분포시켜 올리고 본인이 좋아하는 재료 더 추가합니다.|다른 또띠아의 한면에도 토마토소스를 2T 발라줍니다|기존에 재료쌓아올린 또띠아에 치즈를 듬뿍올리고|덮어줍니다 그리고 이대로 전자렌지에서 2분 돌려주면|끝|치즈가 녹아있죠|먹기좋게 잘라주고|하나씩|집어들어|먹으면 기가 막히는 맛입니다♥'], []]"
